extraction_datetime,city,city_code,offers
2021-10-13 06:52:14,Dusseldorf,100207,412
2021-10-13 06:52:14,Berlin,87372,486
2021-10-13 06:52:14,Essen,102157,575
2021-10-13 06:52:14,Munchen,121673,803
2021-10-13 06:52:14,Koln,113144,206
2021-10-13 06:52:14,Stuttgart,143262,338
2021-10-13 06:52:14,Dresden,100051,2075
2021-10-13 06:52:14,Hannover,109489,260
2021-10-13 06:52:14,Dortmund,99990,502
2021-10-13 06:52:14,Frankfurt am Main,105043,814
2021-10-13 06:52:14,Hamburg,109447,1152
