extraction_datetime,offer_id,city,city_code,type
2021-11-17 18:00:25,45932423,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45929805,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45923467,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45751849,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45913552,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45635535,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45577481,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45899963,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45873695,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45864315,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45863703,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45864726,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45789837,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45767178,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45740407,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45475784,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45466649,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45934700,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45050285,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44806043,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44806042,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45858235,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45858254,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45858199,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45901142,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45906849,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45901953,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45899097,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45935481,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45861018,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45712811,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45863933,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45601376,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45925299,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45928867,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45838649,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45849682,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45868578,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45872051,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45635982,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44844015,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45100717,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44838109,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45828279,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45913663,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45928940,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45906610,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45875020,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45599327,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45920294,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44843995,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44843993,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45900905,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45910476,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45893400,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45861719,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,42525576,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45922930,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45646875,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45812233,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45833736,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45769737,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45870920,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45810008,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45593431,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45742207,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45593444,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45868356,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45870923,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45906275,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44844011,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45876010,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45929758,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45924147,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45373012,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45934526,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,43921313,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45839053,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,41683118,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45646886,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45838368,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45763798,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45544839,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45831844,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45880417,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45796906,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45814290,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45107639,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45838345,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45934073,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45814238,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44089287,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45648400,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45646903,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45935715,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45717121,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45870917,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45595966,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45783038,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45919709,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45842363,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45601382,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45913892,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45918128,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45841647,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45921137,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45935258,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45870922,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45871747,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45893328,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45038847,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45463953,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45870351,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45900011,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44581078,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44023112,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45841036,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45763831,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45701950,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45678631,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45894008,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45763919,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45447448,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45353024,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44687328,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45889458,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45919629,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45914224,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45031735,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44844014,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45013603,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,43724154,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45876787,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45910018,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45918015,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45174766,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45451347,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45807458,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45742048,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45719386,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45906046,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,44951761,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45763820,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45355218,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45877480,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45879839,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45857517,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45878127,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45864797,Dusseldorf,100207,wohnung
2021-11-17 18:00:25,45920292,Dusseldorf,100207,wohnung
