extraction_datetime,city,city_code,offers
2021-10-24 18:36:24,Dusseldorf,100207,389
2021-10-24 18:36:24,Berlin,87372,531
2021-10-24 18:36:24,Essen,102157,589
2021-10-24 18:36:24,Munchen,121673,795
2021-10-24 18:36:24,Koln,113144,200
2021-10-24 18:36:24,Stuttgart,143262,333
2021-10-24 18:36:24,Dresden,100051,1990
2021-10-24 18:36:24,Hannover,109489,249
2021-10-24 18:36:24,Dortmund,99990,461
2021-10-24 18:36:24,Frankfurt am Main,105043,791
2021-10-24 18:36:24,Hamburg,109447,1172
