extraction_datetime,city,city_code,offers
2021-10-12 10:47:10,Dusseldorf,100207,407
2021-10-12 10:47:10,Berlin,87372,502
2021-10-12 10:47:10,Essen,102157,570
2021-10-12 10:47:10,Munchen,121673,802
2021-10-12 10:47:10,Koln,113144,199
2021-10-12 10:47:10,Stuttgart,143262,336
2021-10-12 10:47:10,Dresden,100051,2074
2021-10-12 10:47:10,Hannover,109489,264
2021-10-12 10:47:10,Dortmund,99990,501
2021-10-12 10:47:10,Frankfurt am Main,105043,818
2021-10-12 10:47:10,Hamburg,109447,1176
